Mach,alpha_deg,Reynolds,CA
0.5,2.0,30000000.0,0.421
0.7,2.0,30000000.0,0.415
0.9,2.0,30000000.0,0.489
1.2,2.0,30000000.0,0.909
2.0,2.0,30000000.0,0.706
3.0,2.0,30000000.0,0.586
4.0,2.0,30000000.0,0.498
5.0,2.0,30000000.0,0.449
0.29,4.0,30000000.0,0.413
0.3,4.0,30000000.0,0.413
0.5,4.0,30000000.0,0.408
0.7,4.0,30000000.0,0.402
0.9,4.0,30000000.0,0.487
1.2,4.0,30000000.0,0.904
2.0,4.0,30000000.0,0.704
3.0,4.0,30000000.0,0.586
4.0,4.0,30000000.0,0.499
5.0,4.0,30000000.0,0.449
0.29,6.0,30000000.0,0.393
0.3,6.0,30000000.0,0.393
0.5,6.0,30000000.0,0.388
0.7,6.0,30000000.0,0.382
0.9,6.0,30000000.0,0.483
1.2,6.0,30000000.0,0.896
2.0,6.0,30000000.0,0.7
3.0,6.0,30000000.0,0.585
4.0,6.0,30000000.0,0.499
5.0,6.0,30000000.0,0.451
0.29,8.0,30000000.0,0.362
0.3,8.0,30000000.0,0.362
0.5,8.0,30000000.0,0.358
0.7,8.0,30000000.0,0.351
0.9,8.0,30000000.0,0.477
1.2,8.0,30000000.0,0.886
2.0,8.0,30000000.0,0.696
3.0,8.0,30000000.0,0.584
4.0,8.0,30000000.0,0.5
5.0,8.0,30000000.0,0.452
0.29,10.0,30000000.0,0.332
0.3,10.0,30000000.0,0.332
0.5,10.0,30000000.0,0.328
0.7,10.0,30000000.0,0.321
0.9,10.0,30000000.0,0.472
1.2,10.0,30000000.0,0.873
2.0,10.0,30000000.0,0.69
3.0,10.0,30000000.0,0.582
4.0,10.0,30000000.0,0.501
5.0,10.0,30000000.0,0.454
0.29,12.0,30000000.0,0.33
0.3,12.0,30000000.0,0.33
0.5,12.0,30000000.0,0.326
0.7,12.0,30000000.0,0.318
0.9,12.0,30000000.0,0.47
1.2,12.0,30000000.0,0.856
2.0,12.0,30000000.0,0.682
3.0,12.0,30000000.0,0.581
4.0,12.0,30000000.0,0.502
5.0,12.0,30000000.0,0.457
0.29,14.0,30000000.0,0.339
0.3,14.0,30000000.0,0.339
0.5,14.0,30000000.0,0.335
0.7,14.0,30000000.0,0.327
0.9,14.0,30000000.0,0.47
1.2,14.0,30000000.0,0.838
2.0,14.0,30000000.0,0.674
3.0,14.0,30000000.0,0.579
4.0,14.0,30000000.0,0.503
5.0,14.0,30000000.0,0.46
0.29,16.0,30000000.0,0.342
0.3,16.0,30000000.0,0.342
0.5,16.0,30000000.0,0.338
0.7,16.0,30000000.0,0.33
0.9,16.0,30000000.0,0.464
1.2,16.0,30000000.0,0.816
2.0,16.0,30000000.0,0.664
3.0,16.0,30000000.0,0.576
4.0,16.0,30000000.0,0.504
5.0,16.0,30000000.0,0.463
0.29,18.0,30000000.0,0.334
0.3,18.0,30000000.0,0.334
0.5,18.0,30000000.0,0.329
0.7,18.0,30000000.0,0.32
0.9,18.0,30000000.0,0.449
1.2,18.0,30000000.0,0.793
2.0,18.0,30000000.0,0.654
3.0,18.0,30000000.0,0.574
4.0,18.0,30000000.0,0.505
5.0,18.0,30000000.0,0.467
0.29,20.0,30000000.0,0.322
0.3,20.0,30000000.0,0.322
0.5,20.0,30000000.0,0.316
0.7,20.0,30000000.0,0.304
0.9,20.0,30000000.0,0.421
1.2,20.0,30000000.0,0.767
2.0,20.0,30000000.0,0.642
3.0,20.0,30000000.0,0.571
4.0,20.0,30000000.0,0.507
5.0,20.0,30000000.0,0.47
0.29,0.0,40000000.0,0.431
0.3,0.0,40000000.0,0.43
0.5,0.0,40000000.0,0.426
0.7,0.0,40000000.0,0.42
0.9,0.0,40000000.0,0.49
1.2,0.0,40000000.0,0.91
2.0,0.0,40000000.0,0.706
3.0,0.0,40000000.0,0.586
4.0,0.0,40000000.0,0.497
5.0,0.0,40000000.0,0.444
0.29,2.0,40000000.0,0.426
0.3,2.0,40000000.0,0.426
0.5,2.0,40000000.0,0.421
0.7,2.0,40000000.0,0.415
0.9,2.0,40000000.0,0.489
1.2,2.0,40000000.0,0.909
2.0,2.0,40000000.0,0.706
3.0,2.0,40000000.0,0.586
4.0,2.0,40000000.0,0.497
5.0,2.0,40000000.0,0.444
0.29,4.0,40000000.0,0.412
0.3,4.0,40000000.0,0.412
0.5,4.0,40000000.0,0.408
0.7,4.0,40000000.0,0.402
0.9,4.0,40000000.0,0.487
1.2,4.0,40000000.0,0.904
2.0,4.0,40000000.0,0.704
3.0,4.0,40000000.0,0.586
4.0,4.0,40000000.0,0.497
5.0,4.0,40000000.0,0.445
0.29,6.0,40000000.0,0.391
0.3,6.0,40000000.0,0.391
0.5,6.0,40000000.0,0.387
0.7,6.0,40000000.0,0.38
0.9,6.0,40000000.0,0.483
1.2,6.0,40000000.0,0.896
2.0,6.0,40000000.0,0.7
3.0,6.0,40000000.0,0.585
4.0,6.0,40000000.0,0.498
5.0,6.0,40000000.0,0.446
0.29,8.0,40000000.0,0.359
0.3,8.0,40000000.0,0.359
0.5,8.0,40000000.0,0.355
0.7,8.0,40000000.0,0.349
0.9,8.0,40000000.0,0.477
1.2,8.0,40000000.0,0.886
2.0,8.0,40000000.0,0.696
3.0,8.0,40000000.0,0.584
4.0,8.0,40000000.0,0.498
5.0,8.0,40000000.0,0.448
0.29,10.0,40000000.0,0.328
0.3,10.0,40000000.0,0.328
0.5,10.0,40000000.0,0.324
0.7,10.0,40000000.0,0.317
0.9,10.0,40000000.0,0.472
1.2,10.0,40000000.0,0.873
2.0,10.0,40000000.0,0.69
3.0,10.0,40000000.0,0.582
4.0,10.0,40000000.0,0.499
5.0,10.0,40000000.0,0.45
0.29,12.0,40000000.0,0.326
0.3,12.0,40000000.0,0.326
0.5,12.0,40000000.0,0.321
0.7,12.0,40000000.0,0.314
0.9,12.0,40000000.0,0.47
1.2,12.0,40000000.0,0.856
2.0,12.0,40000000.0,0.682
3.0,12.0,40000000.0,0.581
4.0,12.0,40000000.0,0.5
5.0,12.0,40000000.0,0.453
0.29,14.0,40000000.0,0.336
0.3,14.0,40000000.0,0.335
0.5,14.0,40000000.0,0.331
0.7,14.0,40000000.0,0.324
0.9,14.0,40000000.0,0.47
1.2,14.0,40000000.0,0.838
2.0,14.0,40000000.0,0.674
3.0,14.0,40000000.0,0.579
4.0,14.0,40000000.0,0.501
5.0,14.0,40000000.0,0.456
0.29,16.0,40000000.0,0.339
0.3,16.0,40000000.0,0.339
0.5,16.0,40000000.0,0.334
0.7,16.0,40000000.0,0.326
0.9,16.0,40000000.0,0.464
1.2,16.0,40000000.0,0.816
2.0,16.0,40000000.0,0.664
3.0,16.0,40000000.0,0.576
4.0,16.0,40000000.0,0.503
5.0,16.0,40000000.0,0.459
0.29,18.0,40000000.0,0.331
0.3,18.0,40000000.0,0.331
0.5,18.0,40000000.0,0.326
0.7,18.0,40000000.0,0.316
0.9,18.0,40000000.0,0.449
1.2,18.0,40000000.0,0.793
2.0,18.0,40000000.0,0.654
3.0,18.0,40000000.0,0.574
4.0,18.0,40000000.0,0.504
5.0,18.0,40000000.0,0.462
0.29,20.0,40000000.0,0.32
0.3,20.0,40000000.0,0.32
0.5,20.0,40000000.0,0.313
0.7,20.0,40000000.0,0.302
0.9,20.0,40000000.0,0.421
1.2,20.0,40000000.0,0.767
2.0,20.0,40000000.0,0.642
3.0,20.0,40000000.0,0.571
4.0,20.0,40000000.0,0.505
5.0,20.0,40000000.0,0.466
0.29,0.0,50000000.0,0.431
0.3,0.0,50000000.0,0.43
0.5,0.0,50000000.0,0.426
0.7,0.0,50000000.0,0.42
0.9,0.0,50000000.0,0.49
1.2,0.0,50000000.0,0.91
2.0,0.0,50000000.0,0.706
3.0,0.0,50000000.0,0.586
4.0,0.0,50000000.0,0.497
5.0,0.0,50000000.0,0.441
0.29,2.0,50000000.0,0.426
0.3,2.0,50000000.0,0.426
0.5,2.0,50000000.0,0.421
0.7,2.0,50000000.0,0.415
0.9,2.0,50000000.0,0.489
1.2,2.0,50000000.0,0.909
2.0,2.0,50000000.0,0.706
3.0,2.0,50000000.0,0.586
4.0,2.0,50000000.0,0.497
5.0,2.0,50000000.0,0.441
0.29,4.0,50000000.0,0.412
0.3,4.0,50000000.0,0.412
0.5,4.0,50000000.0,0.407
0.7,4.0,50000000.0,0.401
0.9,4.0,50000000.0,0.487
1.2,4.0,50000000.0,0.904
2.0,4.0,50000000.0,0.704
3.0,4.0,50000000.0,0.586
4.0,4.0,50000000.0,0.497
5.0,4.0,50000000.0,0.442
0.29,6.0,50000000.0,0.39
0.3,6.0,50000000.0,0.39
0.5,6.0,50000000.0,0.386
0.7,6.0,50000000.0,0.379
0.9,6.0,50000000.0,0.483
1.2,6.0,50000000.0,0.896
2.0,6.0,50000000.0,0.7
3.0,6.0,50000000.0,0.585
4.0,6.0,50000000.0,0.498
5.0,6.0,50000000.0,0.443
0.29,8.0,50000000.0,0.357
0.3,8.0,50000000.0,0.357
0.5,8.0,50000000.0,0.353
0.7,8.0,50000000.0,0.346
0.9,8.0,50000000.0,0.477
1.2,8.0,50000000.0,0.886
2.0,8.0,50000000.0,0.696
3.0,8.0,50000000.0,0.584
4.0,8.0,50000000.0,0.498
5.0,8.0,50000000.0,0.445
0.29,10.0,50000000.0,0.326
0.3,10.0,50000000.0,0.326
0.5,10.0,50000000.0,0.321
0.7,10.0,50000000.0,0.314
0.9,10.0,50000000.0,0.472
1.2,10.0,50000000.0,0.873
2.0,10.0,50000000.0,0.69
3.0,10.0,50000000.0,0.582
4.0,10.0,50000000.0,0.499
5.0,10.0,50000000.0,0.447
0.29,12.0,50000000.0,0.323
0.3,12.0,50000000.0,0.323
0.5,12.0,50000000.0,0.319
0.7,12.0,50000000.0,0.311
0.9,12.0,50000000.0,0.47
1.2,12.0,50000000.0,0.856
2.0,12.0,50000000.0,0.682
3.0,12.0,50000000.0,0.581
4.0,12.0,50000000.0,0.5
5.0,12.0,50000000.0,0.449
0.29,14.0,50000000.0,0.333
0.3,14.0,50000000.0,0.333
0.5,14.0,50000000.0,0.329
0.7,14.0,50000000.0,0.321
0.9,14.0,50000000.0,0.47
1.2,14.0,50000000.0,0.838
2.0,14.0,50000000.0,0.674
3.0,14.0,50000000.0,0.579
4.0,14.0,50000000.0,0.501
5.0,14.0,50000000.0,0.452
0.29,16.0,50000000.0,0.337
0.3,16.0,50000000.0,0.337
0.5,16.0,50000000.0,0.332
0.7,16.0,50000000.0,0.324
0.9,16.0,50000000.0,0.464
1.2,16.0,50000000.0,0.816
2.0,16.0,50000000.0,0.664
3.0,16.0,50000000.0,0.576
4.0,16.0,50000000.0,0.503
5.0,16.0,50000000.0,0.456
0.29,18.0,50000000.0,0.329
0.3,18.0,50000000.0,0.329
0.5,18.0,50000000.0,0.324
0.7,18.0,50000000.0,0.314
0.9,18.0,50000000.0,0.449
1.2,18.0,50000000.0,0.793
2.0,18.0,50000000.0,0.654
3.0,18.0,50000000.0,0.574
4.0,18.0,50000000.0,0.504
5.0,18.0,50000000.0,0.459
0.29,20.0,50000000.0,0.318
0.3,20.0,50000000.0,0.318
0.5,20.0,50000000.0,0.312
0.7,20.0,50000000.0,0.3
0.9,20.0,50000000.0,0.421
1.2,20.0,50000000.0,0.767
2.0,20.0,50000000.0,0.642
3.0,20.0,50000000.0,0.571
4.0,20.0,50000000.0,0.505
5.0,20.0,50000000.0,0.463
0.29,0.0,70000000.0,0.431
0.3,0.0,70000000.0,0.43
0.5,0.0,70000000.0,0.426
0.7,0.0,70000000.0,0.42
0.9,0.0,70000000.0,0.49
1.2,0.0,70000000.0,0.91
2.0,0.0,70000000.0,0.706
3.0,0.0,70000000.0,0.586
4.0,0.0,70000000.0,0.497
5.0,0.0,70000000.0,0.436
0.29,2.0,70000000.0,0.426
0.3,2.0,70000000.0,0.426
0.5,2.0,70000000.0,0.421
0.7,2.0,70000000.0,0.415
0.9,2.0,70000000.0,0.489
1.2,2.0,70000000.0,0.909
2.0,2.0,70000000.0,0.706
3.0,2.0,70000000.0,0.586
4.0,2.0,70000000.0,0.497
5.0,2.0,70000000.0,0.436
0.29,4.0,70000000.0,0.412
0.3,4.0,70000000.0,0.411
0.5,4.0,70000000.0,0.407
0.7,4.0,70000000.0,0.401
0.9,4.0,70000000.0,0.487
1.2,4.0,70000000.0,0.904
2.0,4.0,70000000.0,0.704
3.0,4.0,70000000.0,0.586
4.0,4.0,70000000.0,0.497
5.0,4.0,70000000.0,0.437
0.29,6.0,70000000.0,0.389
0.3,6.0,70000000.0,0.389
0.5,6.0,70000000.0,0.385
0.7,6.0,70000000.0,0.378
0.9,6.0,70000000.0,0.483
1.2,6.0,70000000.0,0.896
2.0,6.0,70000000.0,0.7
3.0,6.0,70000000.0,0.585
4.0,6.0,70000000.0,0.498
5.0,6.0,70000000.0,0.438
0.29,8.0,70000000.0,0.356
0.3,8.0,70000000.0,0.356
0.5,8.0,70000000.0,0.351
0.7,8.0,70000000.0,0.345
0.9,8.0,70000000.0,0.478
1.2,8.0,70000000.0,0.886
2.0,8.0,70000000.0,0.696
3.0,8.0,70000000.0,0.584
4.0,8.0,70000000.0,0.498
5.0,8.0,70000000.0,0.44
0.29,10.0,70000000.0,0.323
0.3,10.0,70000000.0,0.323
0.5,10.0,70000000.0,0.318
0.7,10.0,70000000.0,0.311
0.9,10.0,70000000.0,0.472
1.2,10.0,70000000.0,0.873
2.0,10.0,70000000.0,0.69
3.0,10.0,70000000.0,0.582
4.0,10.0,70000000.0,0.499
5.0,10.0,70000000.0,0.442
0.29,12.0,70000000.0,0.321
0.3,12.0,70000000.0,0.321
0.5,12.0,70000000.0,0.316
0.7,12.0,70000000.0,0.309
0.9,12.0,70000000.0,0.47
1.2,12.0,70000000.0,0.856
2.0,12.0,70000000.0,0.682
3.0,12.0,70000000.0,0.581
4.0,12.0,70000000.0,0.5
5.0,12.0,70000000.0,0.445
0.29,14.0,70000000.0,0.331
0.3,14.0,70000000.0,0.331
0.5,14.0,70000000.0,0.326
0.7,14.0,70000000.0,0.319
0.9,14.0,70000000.0,0.47
1.2,14.0,70000000.0,0.838
2.0,14.0,70000000.0,0.674
3.0,14.0,70000000.0,0.579
4.0,14.0,70000000.0,0.501
5.0,14.0,70000000.0,0.448
0.29,16.0,70000000.0,0.335
0.3,16.0,70000000.0,0.335
0.5,16.0,70000000.0,0.33
0.7,16.0,70000000.0,0.321
0.9,16.0,70000000.0,0.464
1.2,16.0,70000000.0,0.816
2.0,16.0,70000000.0,0.664
3.0,16.0,70000000.0,0.576
4.0,16.0,70000000.0,0.503
5.0,16.0,70000000.0,0.451
0.29,18.0,70000000.0,0.327
0.3,18.0,70000000.0,0.327
0.5,18.0,70000000.0,0.321
0.7,18.0,70000000.0,0.312
0.9,18.0,70000000.0,0.449
1.2,18.0,70000000.0,0.793
2.0,18.0,70000000.0,0.654
3.0,18.0,70000000.0,0.574
4.0,18.0,70000000.0,0.504
5.0,18.0,70000000.0,0.455
0.29,20.0,70000000.0,0.317
0.3,20.0,70000000.0,0.316
0.5,20.0,70000000.0,0.31
0.7,20.0,70000000.0,0.298
0.9,20.0,70000000.0,0.422
1.2,20.0,70000000.0,0.767
2.0,20.0,70000000.0,0.642
3.0,20.0,70000000.0,0.571
4.0,20.0,70000000.0,0.505
5.0,20.0,70000000.0,0.459
