time_s,thrust_N,mass_flow_kg_s
11.33,57197.1,23.510037486435827
11.34,57198.1,23.51044852191641
11.36,57199.0,23.510818453848934
11.37,57200.0,23.51122948932952
11.39,57200.8,23.511558317713984
11.4,57201.6,23.51188714609845
11.41,57202.4,23.512215974482917
11.43,57203.2,23.51254480286738
11.44,57203.9,23.51283252770379
11.46,57204.6,23.513120252540197
11.47,57205.2,23.513366873828545
11.48,57205.8,23.5136134951169
11.5,57206.3,23.51381901285719
11.51,57206.8,23.51402453059748
11.53,57207.3,23.514230048337772
11.54,57207.7,23.514394462530003
11.55,57208.1,23.514558876722237
11.57,57208.4,23.514682187366414
11.58,57208.7,23.514805498010585
11.6,57209.0,23.514928808654762
11.61,57209.2,23.515011015750876
11.62,57209.4,23.515093222846996
11.64,57209.5,23.515134326395053
11.65,57209.6,23.51517542994311
11.67,57209.6,23.51517542994311
11.68,57209.6,23.51517542994311
11.69,57209.6,23.51517542994311
11.71,57209.5,23.515134326395053
11.72,57209.4,23.515093222846996
11.74,57209.2,23.515011015750876
11.75,57209.0,23.514928808654762
11.77,57208.8,23.514846601558645
11.78,57208.5,23.51472329091447
11.79,57208.2,23.514599980270294
11.81,57207.8,23.514435566078063
11.82,57207.4,23.51427115188583
11.84,57207.0,23.514106737693595
11.85,57206.5,23.513901219953304
11.86,57206.0,23.513695702213013
11.88,57205.4,23.513449080924666
11.89,57204.8,23.513202459636315
11.91,57204.1,23.512914734799907
11.92,57203.4,23.5126270099635
11.93,57202.6,23.512298181579034
11.95,57201.8,23.51196935319457
11.96,57201.0,23.5116405248101
11.98,57200.2,23.511311696425633
11.99,57199.3,23.51094176449311
12.0,57198.4,23.510571832560586
12.02,57197.5,23.51020190062806
12.03,57196.5,23.50979086514748
12.05,57195.5,23.509379829666894
12.06,57194.5,23.508968794186313
12.07,57193.3,23.508475551609614
12.09,57192.2,23.50802341258097
12.1,57190.9,23.507489066456216
12.12,57189.1,23.506749202591166
12.13,57186.2,23.505557199697474
12.14,57182.0,23.50383085067903
12.16,57176.0,23.501364637795533
12.17,57168.3,23.49819966459505
12.19,57158.7,23.49425372398145
12.2,57147.3,23.48956791950281
12.21,57134.5,23.48430666535135
12.23,57120.3,23.47846996152708
12.24,57105.5,23.472386636414456
12.26,57090.4,23.466180000657655
12.27,57075.5,23.460055571996975
12.28,57061.1,23.454136661076582
12.3,57047.7,23.448628785636775
12.31,57035.3,23.443531945677552
12.33,57024.2,23.438969451843082
12.34,57014.4,23.43494130413337
12.36,57005.9,23.43144750254842
12.37,56998.6,23.428446943540166
12.38,56992.6,23.42598073065667
12.4,56988.6,23.424336588734338
12.41,56987.7,23.423966656801813
12.43,56991.0,23.425323073887736
12.44,56998.9,23.42857025418434
12.45,57011.8,23.433872611883857
12.47,57029.9,23.441312354082402
12.48,57052.9,23.450766170135807
12.5,57080.6,23.462151852947944
12.51,57112.3,23.475181677682418
12.52,57146.5,23.489239091118343
12.54,57178.0,23.5021867087567
12.55,57199.8,23.511147282233402
12.57,57206.0,23.513695702213013
12.58,57191.8,23.50785899838874
12.59,57153.1,23.491951925290188
12.61,57086.9,23.464741376475615
12.62,56991.4,23.42548748807997
12.64,56865.6,23.373779224622666
12.65,56709.6,23.309657689651768
12.66,56522.5,23.23275295123475
12.68,56287.4,23.13611850974976
12.69,55980.3,23.00988951366282
12.71,55580.2,22.845434217881685
12.72,55069.5,22.63551839794811
12.74,54434.0,22.374305350037815
12.75,53662.7,22.057273683864388
12.76,52748.2,21.681381736871526
12.78,51686.6,21.245026470684948
12.79,50477.2,20.74792016046825
12.81,49121.1,20.190514945250072
12.82,47602.4,19.56627536088915
12.84,45898.1,18.86574759133208
12.85,43989.9,18.081409687284207
12.87,41864.7,17.207877083949885
12.88,39515.0,16.24206701522475
12.9,36938.9,15.183198513695702
12.91,34140.7,14.033039031929235
12.93,31130.6,12.795781131827297
12.95,27925.5,11.478371313011738
12.96,25127.3,10.328211831245273
12.98,22369.0,9.194452665154056
13.0,19402.9,7.975280326197757
13.02,16265.1,6.685533195225411
13.04,12938.8,5.31830587616323
13.06,9344.77,3.841032027884647
13.08,5593.71,2.2992132780901646
13.1,1940.48,0.7976061293610864
